FID,gid,capacity_factor
west_wind_site_metadata.90504,90504,30.796875
west_wind_site_metadata.90505,90505,35.4375
west_wind_site_metadata.90506,90506,34.21875
west_wind_site_metadata.90507,90507,34.71875
west_wind_site_metadata.90508,90508,33.3125
west_wind_site_metadata.90509,90509,33.5625
west_wind_site_metadata.90510,90510,32.5
west_wind_site_metadata.90511,90511,32.125
west_wind_site_metadata.90512,90512,31.578125
west_wind_site_metadata.90513,90513,31.078125
west_wind_site_metadata.90514,90514,30.734375
west_wind_site_metadata.90515,90515,30.234375
west_wind_site_metadata.90516,90516,29.90625
west_wind_site_metadata.90517,90517,22.1875
west_wind_site_metadata.90518,90518,21.453125
west_wind_site_metadata.90519,90519,34.71875
west_wind_site_metadata.90520,90520,33.5625
west_wind_site_metadata.90521,90521,34.15625
west_wind_site_metadata.90522,90522,32.90625
west_wind_site_metadata.90523,90523,33.28125
west_wind_site_metadata.90524,90524,32.34375
west_wind_site_metadata.90525,90525,31.96875
west_wind_site_metadata.90526,90526,31.359375
west_wind_site_metadata.90527,90527,30.75
west_wind_site_metadata.90528,90528,30.34375
west_wind_site_metadata.90529,90529,29.859375
west_wind_site_metadata.90530,90530,20.34375
west_wind_site_metadata.90531,90531,25.375
west_wind_site_metadata.90532,90532,33.90625
west_wind_site_metadata.90533,90533,34.96875
west_wind_site_metadata.90534,90534,33.8125
west_wind_site_metadata.90535,90535,33.8125
west_wind_site_metadata.90536,90536,32.75
west_wind_site_metadata.90537,90537,32.40625
west_wind_site_metadata.90538,90538,31.578125
west_wind_site_metadata.90539,90539,31.0625
west_wind_site_metadata.90540,90540,30.421875
west_wind_site_metadata.90541,90541,30.078125
west_wind_site_metadata.90542,90542,29.59375
west_wind_site_metadata.90543,90543,20.109375
west_wind_site_metadata.90544,90544,27.15625
west_wind_site_metadata.90545,90545,33.75
west_wind_site_metadata.90546,90546,32.75
west_wind_site_metadata.90547,90547,32.96875
west_wind_site_metadata.90548,90548,32.09375
west_wind_site_metadata.90549,90549,31.890625
west_wind_site_metadata.90550,90550,31.265625
west_wind_site_metadata.90551,90551,30.8125
west_wind_site_metadata.90552,90552,30.265625
west_wind_site_metadata.90553,90553,29.921875
west_wind_site_metadata.90554,90554,1.77246094
west_wind_site_metadata.90555,90555,23.234375
west_wind_site_metadata.90556,90556,29.90625
west_wind_site_metadata.90557,90557,33.65625
west_wind_site_metadata.90558,90558,32.8125
west_wind_site_metadata.90559,90559,32.5
west_wind_site_metadata.90560,90560,31.75
west_wind_site_metadata.90561,90561,31.21875
west_wind_site_metadata.90562,90562,30.671875
west_wind_site_metadata.90563,90563,30.234375
west_wind_site_metadata.90564,90564,29.734375
west_wind_site_metadata.90565,90565,19.78125
west_wind_site_metadata.90566,90566,23.125
west_wind_site_metadata.90567,90567,30.703125
west_wind_site_metadata.90568,90568,31.828125
west_wind_site_metadata.90569,90569,31.265625
west_wind_site_metadata.90570,90570,30.875
west_wind_site_metadata.90571,90571,30.28125
west_wind_site_metadata.90572,90572,30.6875
west_wind_site_metadata.90573,90573,31
west_wind_site_metadata.90574,90574,30.34375
west_wind_site_metadata.90575,90575,30.03125
west_wind_site_metadata.90576,90576,29.421875
west_wind_site_metadata.90577,90577,23.4375
west_wind_site_metadata.90578,90578,22.046875
west_wind_site_metadata.90579,90579,20.90625
west_wind_site_metadata.90580,90580,21.546875
west_wind_site_metadata.90581,90581,30.859375
west_wind_site_metadata.90582,90582,28.90625
west_wind_site_metadata.90583,90583,29.046875
west_wind_site_metadata.90584,90584,29.046875
west_wind_site_metadata.90585,90585,28.734375
west_wind_site_metadata.90586,90586,27.671875
west_wind_site_metadata.90587,90587,24.546875
west_wind_site_metadata.90588,90588,23.34375
west_wind_site_metadata.90589,90589,22.3125
west_wind_site_metadata.90590,90590,27.53125
west_wind_site_metadata.90591,90591,27.890625
west_wind_site_metadata.90592,90592,27.96875
west_wind_site_metadata.90593,90593,23.484375
west_wind_site_metadata.90594,90594,26.234375
west_wind_site_metadata.90595,90595,28.578125
west_wind_site_metadata.90596,90596,32.9375
west_wind_site_metadata.90597,90597,32.21875
west_wind_site_metadata.90598,90598,19.375
west_wind_site_metadata.90599,90599,32.9375
west_wind_site_metadata.90600,90600,20.953125
west_wind_site_metadata.90601,90601,18.703125
west_wind_site_metadata.90602,90602,19.765625
west_wind_site_metadata.90603,90603,19.96875
west_wind_site_metadata.90604,90604,34.28125
west_wind_site_metadata.90605,90605,20.953125
west_wind_site_metadata.90606,90606,31.765625
west_wind_site_metadata.90607,90607,33.375
west_wind_site_metadata.90608,90608,33.625
west_wind_site_metadata.90609,90609,32.84375
west_wind_site_metadata.90610,90610,32.96875
west_wind_site_metadata.90611,90611,32.8125
west_wind_site_metadata.90612,90612,36.3125
west_wind_site_metadata.90613,90613,33.90625
west_wind_site_metadata.90614,90614,37.5625
west_wind_site_metadata.90615,90615,37.875
west_wind_site_metadata.90616,90616,38.5625
west_wind_site_metadata.90617,90617,33.75
west_wind_site_metadata.90618,90618,38.53125
west_wind_site_metadata.90619,90619,39.34375
west_wind_site_metadata.90620,90620,33.25
west_wind_site_metadata.90621,90621,31.59375
west_wind_site_metadata.90622,90622,39.71875
west_wind_site_metadata.90623,90623,39.5
west_wind_site_metadata.90624,90624,34.03125
west_wind_site_metadata.90625,90625,31.859375
west_wind_site_metadata.90626,90626,31.203125
west_wind_site_metadata.90627,90627,42.03125
west_wind_site_metadata.90628,90628,32.34375
west_wind_site_metadata.90629,90629,32.875
west_wind_site_metadata.90630,90630,32.53125
west_wind_site_metadata.90631,90631,17.140625
west_wind_site_metadata.90632,90632,32.0625
west_wind_site_metadata.90633,90633,33.65625
west_wind_site_metadata.90634,90634,32.78125
west_wind_site_metadata.90635,90635,32.5
west_wind_site_metadata.90636,90636,19.90625
west_wind_site_metadata.90637,90637,31.375
west_wind_site_metadata.90638,90638,21.15625
west_wind_site_metadata.90639,90639,19.1875
west_wind_site_metadata.90640,90640,28.609375
west_wind_site_metadata.90641,90641,18.5625
west_wind_site_metadata.90642,90642,20.09375
west_wind_site_metadata.90643,90643,21.4375
west_wind_site_metadata.90644,90644,22.875
west_wind_site_metadata.90645,90645,23.296875
west_wind_site_metadata.90646,90646,24.859375
west_wind_site_metadata.90647,90647,23.390625
west_wind_site_metadata.90648,90648,22.890625
west_wind_site_metadata.90649,90649,20.6875
west_wind_site_metadata.90650,90650,23.1875
west_wind_site_metadata.90651,90651,23.6875
west_wind_site_metadata.90652,90652,21.546875
west_wind_site_metadata.90653,90653,22.703125
west_wind_site_metadata.90654,90654,25.625
west_wind_site_metadata.90655,90655,22.75
west_wind_site_metadata.90656,90656,28.0625
west_wind_site_metadata.90657,90657,16.75
west_wind_site_metadata.90658,90658,18.359375
west_wind_site_metadata.90659,90659,26.609375
west_wind_site_metadata.90660,90660,22.5625
west_wind_site_metadata.90661,90661,23.0625
west_wind_site_metadata.90662,90662,21.046875
west_wind_site_metadata.90663,90663,13.140625
west_wind_site_metadata.90664,90664,24.4375
west_wind_site_metadata.90665,90665,25.859375
west_wind_site_metadata.90666,90666,28.34375
west_wind_site_metadata.90667,90667,27.65625
west_wind_site_metadata.90668,90668,28.75
west_wind_site_metadata.90669,90669,26.90625
west_wind_site_metadata.90670,90670,27.265625
west_wind_site_metadata.90671,90671,26.25
west_wind_site_metadata.90672,90672,25.875
west_wind_site_metadata.90673,90673,20.25
west_wind_site_metadata.90674,90674,21.921875
west_wind_site_metadata.90675,90675,19.078125
west_wind_site_metadata.90676,90676,18.984375
west_wind_site_metadata.90677,90677,20.09375
west_wind_site_metadata.90678,90678,20.9375
west_wind_site_metadata.90679,90679,21.609375
west_wind_site_metadata.90680,90680,21.1875
west_wind_site_metadata.90681,90681,21.203125
west_wind_site_metadata.90682,90682,18.296875
west_wind_site_metadata.90683,90683,18.125
west_wind_site_metadata.90684,90684,19.640625
west_wind_site_metadata.90685,90685,15.8203125
west_wind_site_metadata.90686,90686,16.296875
west_wind_site_metadata.90687,90687,13.3984375
west_wind_site_metadata.90688,90688,17.765625
west_wind_site_metadata.90689,90689,26.90625
west_wind_site_metadata.90690,90690,28.359375
west_wind_site_metadata.90691,90691,28.375
west_wind_site_metadata.90692,90692,28.328125
west_wind_site_metadata.90693,90693,21.9375
west_wind_site_metadata.90694,90694,27.90625
west_wind_site_metadata.90695,90695,28.140625
west_wind_site_metadata.90696,90696,29.703125
west_wind_site_metadata.90697,90697,26.671875
west_wind_site_metadata.90698,90698,27.859375
west_wind_site_metadata.90699,90699,28.203125
west_wind_site_metadata.90700,90700,32
west_wind_site_metadata.90701,90701,25.90625
west_wind_site_metadata.90702,90702,27.78125
west_wind_site_metadata.90703,90703,27.453125
west_wind_site_metadata.90704,90704,27.859375
west_wind_site_metadata.90705,90705,28.828125
west_wind_site_metadata.90706,90706,28.59375
west_wind_site_metadata.90707,90707,31.90625
west_wind_site_metadata.90708,90708,30.484375
west_wind_site_metadata.90709,90709,30.671875
west_wind_site_metadata.90710,90710,29.4375
west_wind_site_metadata.90711,90711,29.6875
west_wind_site_metadata.90712,90712,28.765625
west_wind_site_metadata.90713,90713,29.265625
west_wind_site_metadata.90714,90714,30.015625
west_wind_site_metadata.90715,90715,29.25
west_wind_site_metadata.90716,90716,29.734375
west_wind_site_metadata.90717,90717,30.046875
west_wind_site_metadata.90718,90718,30.0625
west_wind_site_metadata.90719,90719,29.71875
west_wind_site_metadata.90720,90720,30.515625
west_wind_site_metadata.90721,90721,29.28125
west_wind_site_metadata.90722,90722,29.0625
west_wind_site_metadata.90723,90723,19.71875
west_wind_site_metadata.90724,90724,28.28125
west_wind_site_metadata.90725,90725,27.96875
west_wind_site_metadata.90726,90726,29.40625
west_wind_site_metadata.90727,90727,28.78125
west_wind_site_metadata.90728,90728,29.375
west_wind_site_metadata.90729,90729,29.34375
west_wind_site_metadata.90730,90730,28.828125
west_wind_site_metadata.90731,90731,29.328125
west_wind_site_metadata.90732,90732,28.515625
west_wind_site_metadata.90733,90733,28.96875
west_wind_site_metadata.90734,90734,24.34375
west_wind_site_metadata.90735,90735,22.828125
west_wind_site_metadata.90736,90736,27.828125
west_wind_site_metadata.90737,90737,27.953125
west_wind_site_metadata.90738,90738,27.953125
west_wind_site_metadata.90739,90739,25.0625
west_wind_site_metadata.90740,90740,29.203125
west_wind_site_metadata.90741,90741,29.234375
west_wind_site_metadata.90742,90742,29.375
west_wind_site_metadata.90743,90743,23.96875
west_wind_site_metadata.90744,90744,22.34375
west_wind_site_metadata.90745,90745,27.03125
west_wind_site_metadata.90746,90746,26.34375
west_wind_site_metadata.90747,90747,24.203125
west_wind_site_metadata.90748,90748,25.90625
west_wind_site_metadata.90749,90749,26.734375
west_wind_site_metadata.90750,90750,26.75
west_wind_site_metadata.90751,90751,26.328125
west_wind_site_metadata.90752,90752,26.515625
west_wind_site_metadata.90753,90753,17.765625
west_wind_site_metadata.90754,90754,16.65625
west_wind_site_metadata.90755,90755,23.84375
west_wind_site_metadata.90756,90756,25.65625
west_wind_site_metadata.90757,90757,28.765625
west_wind_site_metadata.90758,90758,29.609375
west_wind_site_metadata.90759,90759,26.96875
west_wind_site_metadata.90760,90760,24.875
west_wind_site_metadata.90761,90761,29.28125
west_wind_site_metadata.90762,90762,30.46875
west_wind_site_metadata.90763,90763,25.296875
west_wind_site_metadata.90764,90764,17.421875
west_wind_site_metadata.90765,90765,14.5390625
west_wind_site_metadata.90766,90766,15.1015625
west_wind_site_metadata.90767,90767,33.4375
west_wind_site_metadata.90768,90768,33.40625
west_wind_site_metadata.90769,90769,35.40625
west_wind_site_metadata.90770,90770,33.71875
west_wind_site_metadata.90771,90771,24.953125
west_wind_site_metadata.90772,90772,9.2890625
west_wind_site_metadata.90773,90773,16.5
west_wind_site_metadata.90774,90774,26.71875
west_wind_site_metadata.90775,90775,33.84375
west_wind_site_metadata.90776,90776,34.09375
west_wind_site_metadata.90777,90777,35.53125
west_wind_site_metadata.90778,90778,34.03125
west_wind_site_metadata.90779,90779,34.71875
west_wind_site_metadata.90780,90780,33.65625
west_wind_site_metadata.90781,90781,33.28125
west_wind_site_metadata.90782,90782,23.859375
west_wind_site_metadata.90783,90783,29.171875
west_wind_site_metadata.90784,90784,29.390625
west_wind_site_metadata.90785,90785,20.578125
west_wind_site_metadata.90786,90786,18.21875
west_wind_site_metadata.90787,90787,34.46875
west_wind_site_metadata.90788,90788,36.3125
west_wind_site_metadata.90789,90789,35.40625
west_wind_site_metadata.90790,90790,37.0625
west_wind_site_metadata.90791,90791,36.65625
west_wind_site_metadata.90792,90792,37.34375
west_wind_site_metadata.90793,90793,37.1875
west_wind_site_metadata.90794,90794,36.96875
west_wind_site_metadata.90795,90795,35.15625
west_wind_site_metadata.90796,90796,34.40625
west_wind_site_metadata.90797,90797,33.53125
west_wind_site_metadata.90798,90798,33.25
west_wind_site_metadata.90799,90799,32
west_wind_site_metadata.90800,90800,31.609375
west_wind_site_metadata.90801,90801,29.8125
west_wind_site_metadata.90802,90802,33.75
west_wind_site_metadata.90803,90803,32.75
west_wind_site_metadata.90804,90804,34.40625
west_wind_site_metadata.90805,90805,33.9375
west_wind_site_metadata.90806,90806,34.90625
west_wind_site_metadata.90807,90807,35.125
west_wind_site_metadata.90808,90808,35.375
west_wind_site_metadata.90809,90809,35.34375
west_wind_site_metadata.90810,90810,35.375
west_wind_site_metadata.90811,90811,35.03125
west_wind_site_metadata.90812,90812,35.1875
west_wind_site_metadata.90813,90813,34.625
west_wind_site_metadata.90814,90814,33.8125
west_wind_site_metadata.90815,90815,33.5
west_wind_site_metadata.90816,90816,32.15625
west_wind_site_metadata.90817,90817,31.6875
west_wind_site_metadata.90818,90818,16.328125
west_wind_site_metadata.90819,90819,17.46875
west_wind_site_metadata.90820,90820,17.203125
west_wind_site_metadata.90821,90821,27.3125
west_wind_site_metadata.90822,90822,32.625
west_wind_site_metadata.90823,90823,30.90625
west_wind_site_metadata.90824,90824,31.578125
west_wind_site_metadata.90825,90825,31.53125
west_wind_site_metadata.90826,90826,31.796875
west_wind_site_metadata.90827,90827,33.15625
west_wind_site_metadata.90828,90828,33.53125
west_wind_site_metadata.90829,90829,34.84375
west_wind_site_metadata.90830,90830,34.03125
west_wind_site_metadata.90831,90831,34.9375
west_wind_site_metadata.90832,90832,34.5625
west_wind_site_metadata.90833,90833,34.6875
west_wind_site_metadata.90834,90834,35.03125
west_wind_site_metadata.90835,90835,34.71875
west_wind_site_metadata.90836,90836,35
west_wind_site_metadata.90837,90837,34.0625
west_wind_site_metadata.90838,90838,33.9375
west_wind_site_metadata.90839,90839,32.78125
west_wind_site_metadata.90840,90840,32.4375
west_wind_site_metadata.90841,90841,31.234375
west_wind_site_metadata.90842,90842,30.921875
west_wind_site_metadata.90843,90843,15.953125
west_wind_site_metadata.90844,90844,16.75
west_wind_site_metadata.90845,90845,22.578125
west_wind_site_metadata.90846,90846,31.8125
west_wind_site_metadata.90847,90847,30.578125
west_wind_site_metadata.90848,90848,31.546875
west_wind_site_metadata.90849,90849,31.515625
west_wind_site_metadata.90850,90850,32.1875
west_wind_site_metadata.90851,90851,32.25
west_wind_site_metadata.90852,90852,33.5
west_wind_site_metadata.90853,90853,32.96875
west_wind_site_metadata.90854,90854,34.28125
west_wind_site_metadata.90855,90855,34.21875
west_wind_site_metadata.90856,90856,34.625
west_wind_site_metadata.90857,90857,35.03125
west_wind_site_metadata.90858,90858,34.71875
west_wind_site_metadata.90859,90859,35
west_wind_site_metadata.90860,90860,34.09375
west_wind_site_metadata.90861,90861,34.25
west_wind_site_metadata.90862,90862,33.28125
west_wind_site_metadata.90863,90863,33.09375
west_wind_site_metadata.90864,90864,32
west_wind_site_metadata.90865,90865,31.875
west_wind_site_metadata.90866,90866,30.78125
west_wind_site_metadata.90867,90867,14.8046875
west_wind_site_metadata.90868,90868,23.515625
west_wind_site_metadata.90869,90869,32.96875
west_wind_site_metadata.90870,90870,31.90625
west_wind_site_metadata.90871,90871,31.5625
west_wind_site_metadata.90872,90872,30.84375
west_wind_site_metadata.90873,90873,31.84375
west_wind_site_metadata.90874,90874,31.671875
